ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
002528.SZ,20240604,2.32,2.32,2.32,2.32,2.44,-0.12,-4.918,9421.0,2185.672
002528.SZ,20240603,2.44,2.44,2.44,2.44,2.57,-0.13,-5.0584,11598.0,2829.912
002528.SZ,20240531,2.57,2.57,2.57,2.57,2.7,-0.13,-4.8148,27936.0,7179.552
002528.SZ,20240530,2.72,2.75,2.7,2.7,2.84,-0.14,-4.9296,109095.0,29589.979
002528.SZ,20240529,2.85,2.89,2.84,2.84,2.99,-0.15,-5.0167,203019.42,57779.513
002528.SZ,20240528,3.06,3.1,2.99,2.99,3.15,-0.16,-5.0794,316678.77,95201.985
002528.SZ,20240527,3.28,3.33,3.15,3.15,3.32,-0.17,-5.1205,335773.7,107134.477
002528.SZ,20240524,3.33,3.42,3.18,3.32,3.35,-0.03,-0.8955,520321.66,169255.264
002528.SZ,20240523,3.32,3.47,3.32,3.35,3.34,0.01,0.2994,441597.46,149525.557
002528.SZ,20240522,3.36,3.54,3.34,3.34,3.52,-0.18,-5.1136,604021.33,204089.071
002528.SZ,20240521,3.54,3.67,3.52,3.52,3.71,-0.19,-5.1213,279287.55,98868.826
002528.SZ,20240520,3.71,3.79,3.71,3.71,3.9,-0.19,-4.8718,422107.47,157087.336
002528.SZ,20240517,3.52,3.9,3.52,3.9,3.71,0.19,5.1213,937302.78,342023.991
002528.SZ,20240516,3.71,3.71,3.71,3.71,3.91,-0.2,-5.1151,54903.0,20369.013
002528.SZ,20240515,3.91,3.91,3.91,3.91,4.12,-0.21,-5.0971,11394.0,4455.054
002528.SZ,20240514,4.12,4.12,4.12,4.12,4.34,-0.22,-5.0691,7355.0,3030.26
002528.SZ,20240513,4.34,4.34,4.34,4.34,4.57,-0.23,-5.0328,3728.0,1617.952
002528.SZ,20240510,4.57,4.57,4.57,4.57,4.81,-0.24,-4.9896,4656.0,2127.792
002528.SZ,20240509,4.81,4.81,4.81,4.81,5.06,-0.25,-4.9407,10082.0,4849.442
002528.SZ,20240508,5.06,5.06,5.06,5.06,5.33,-0.27,-5.0657,2088.0,1056.528
002528.SZ,20240507,5.33,5.33,5.33,5.33,5.61,-0.28,-4.9911,2908.0,1549.964
002528.SZ,20240506,5.61,5.61,5.61,5.61,5.9,-0.29,-4.9153,2637.0,1479.357
002528.SZ,20240429,5.74,5.92,5.74,5.9,5.74,0.16,2.7875,168052.52,98618.302
002528.SZ,20240426,5.61,5.77,5.61,5.74,5.67,0.07,1.2346,143947.62,82499.024
002528.SZ,20240425,5.67,5.74,5.66,5.67,5.72,-0.05,-0.8741,100504.0,57186.288
002528.SZ,20240424,5.58,5.72,5.57,5.72,5.6,0.12,2.1429,125569.06,71326.113
002528.SZ,20240423,5.52,5.62,5.5,5.6,5.53,0.07,1.2658,104987.1,58642.612
002528.SZ,20240422,5.48,5.6,5.32,5.53,5.49,0.04,0.7286,107079.26,58692.261
002528.SZ,20240419,5.55,5.62,5.46,5.49,5.62,-0.13,-2.3132,131122.0,72357.141
002528.SZ,20240418,5.78,5.81,5.6,5.62,5.74,-0.12,-2.0906,164770.6,93544.24
002528.SZ,20240417,5.39,5.74,5.39,5.74,5.37,0.37,6.8901,179763.0,101792.897
002528.SZ,20240416,5.88,5.89,5.37,5.37,5.97,-0.6,-10.0503,257030.0,141934.39
002528.SZ,20240415,6.12,6.2,5.68,5.97,6.24,-0.27,-4.3269,198195.42,118413.818
002528.SZ,20240412,6.33,6.39,6.24,6.24,6.33,-0.09,-1.4218,91272.45,57508.354
002528.SZ,20240411,6.29,6.42,6.25,6.33,6.33,0.0,0.0,108077.65,68722.528
002528.SZ,20240410,6.5,6.54,6.25,6.33,6.55,-0.22,-3.3588,162403.23,103134.828
002528.SZ,20240409,6.51,6.59,6.47,6.55,6.48,0.07,1.0802,102707.15,67105.475
002528.SZ,20240408,6.64,6.64,6.46,6.48,6.65,-0.17,-2.5564,149971.41,97756.607
002528.SZ,20240403,6.8,6.84,6.61,6.65,6.85,-0.2,-2.9197,185158.77,123627.203
002528.SZ,20240402,7.0,7.03,6.81,6.85,7.04,-0.19,-2.6989,225933.59,155436.205
002528.SZ,20240401,6.94,7.13,6.94,7.04,6.94,0.1,1.4409,263292.33,185441.663
002528.SZ,20240329,7.07,7.17,6.79,6.94,7.07,-0.13,-1.8388,416879.3,289788.087
002528.SZ,20240328,6.41,7.07,6.4,7.07,6.43,0.64,9.9533,391731.0,268812.895
002528.SZ,20240327,6.88,6.91,6.42,6.43,6.97,-0.54,-7.7475,303310.6,201437.632
002528.SZ,20240326,7.24,7.24,6.9,6.97,7.26,-0.29,-3.9945,369453.75,259753.644
002528.SZ,20240325,7.35,7.58,7.2,7.26,7.19,0.07,0.9736,597791.82,439681.413
002528.SZ,20240322,7.31,7.31,7.08,7.19,7.31,-0.12,-1.6416,229407.16,164755.082
002528.SZ,20240321,7.35,7.43,7.28,7.31,7.32,-0.01,-0.1366,211947.0,155548.816
002528.SZ,20240320,7.25,7.32,7.22,7.32,7.26,0.06,0.8264,214294.48,156397.183
002528.SZ,20240319,7.31,7.35,7.25,7.26,7.31,-0.05,-0.684,211844.82,154604.518
002528.SZ,20240318,7.19,7.32,7.16,7.31,7.19,0.12,1.669,274393.0,198935.987
002528.SZ,20240315,7.1,7.19,7.05,7.19,7.16,0.03,0.419,189167.0,134591.176
002528.SZ,20240314,7.31,7.38,7.05,7.16,7.39,-0.23,-3.1123,342889.9,246825.61
002528.SZ,20240313,7.36,7.55,7.32,7.39,7.26,0.13,1.7906,503213.3,374218.291
002528.SZ,20240312,7.2,7.35,7.15,7.26,7.16,0.1,1.3966,315878.01,228657.529
002528.SZ,20240311,7.01,7.2,6.95,7.16,7.01,0.15,2.1398,284929.53,201866.53
002528.SZ,20240308,6.98,7.03,6.88,7.01,6.98,0.03,0.4298,203733.02,142041.662
002528.SZ,20240307,7.13,7.2,6.98,6.98,7.09,-0.11,-1.5515,247799.15,175576.252
002528.SZ,20240306,7.06,7.15,7.0,7.09,7.11,-0.02,-0.2813,241273.17,170763.352
002528.SZ,20240305,7.16,7.25,7.05,7.11,7.21,-0.1,-1.387,269835.6,192828.198
002528.SZ,20240304,7.2,7.26,6.98,7.21,7.2,0.01,0.1389,349836.8,250034.615
002528.SZ,20240301,6.97,7.28,6.97,7.2,6.97,0.23,3.2999,433712.6,309721.363
002528.SZ,20240229,6.61,7.0,6.56,6.97,6.69,0.28,4.1854,329364.89,226978.307
002528.SZ,20240228,7.28,7.38,6.67,6.69,7.27,-0.58,-7.978,535003.86,379103.116
002528.SZ,20240227,7.0,7.27,6.96,7.27,7.09,0.18,2.5388,455015.77,325461.546
002528.SZ,20240226,7.12,7.3,6.92,7.09,7.1,-0.01,-0.1408,457230.3,324477.26
002528.SZ,20240223,6.89,7.2,6.77,7.1,6.8,0.3,4.4118,491267.58,341832.009
002528.SZ,20240222,6.67,6.9,6.65,6.8,6.6,0.2,3.0303,383502.47,260433.989
002528.SZ,20240221,6.55,6.84,6.49,6.6,6.72,-0.12,-1.7857,411944.49,274797.332
002528.SZ,20240220,6.3,6.97,6.18,6.72,6.42,0.3,4.6729,474525.72,313184.954
002528.SZ,20240219,6.09,6.57,6.09,6.42,5.98,0.44,7.3579,374477.76,237294.672
002528.SZ,20240208,5.77,5.98,5.38,5.98,5.7,0.28,4.9123,299299.46,174579.063
002528.SZ,20240207,5.66,6.04,5.65,5.7,5.65,0.05,0.885,304825.42,177517.043
002528.SZ,20240206,5.29,5.88,5.11,5.65,5.68,-0.03,-0.5282,349982.17,191017.061
002528.SZ,20240205,6.36,6.44,5.68,5.68,6.31,-0.63,-9.9842,354697.46,208716.388
002528.SZ,20240202,6.68,7.03,6.12,6.31,6.73,-0.42,-6.2407,366758.9,240354.206
002528.SZ,20240201,6.86,6.86,6.36,6.73,7.07,-0.34,-4.8091,462993.81,307180.155
002528.SZ,20240131,6.95,7.5,6.76,7.07,7.13,-0.06,-0.8415,550115.56,392981.353
002528.SZ,20240130,7.2,7.5,6.99,7.13,7.53,-0.4,-5.3121,457684.8,328074.166
002528.SZ,20240129,7.48,8.06,7.3,7.53,7.33,0.2,2.7285,1005020.39,765927.818
002528.SZ,20240126,6.66,7.33,6.63,7.33,6.66,0.67,10.0601,301025.43,214319.701
002528.SZ,20240125,6.33,6.74,6.28,6.66,6.35,0.31,4.8819,258543.12,169302.361
002528.SZ,20240124,6.23,6.35,6.1,6.35,6.24,0.11,1.7628,156102.95,97698.09
002528.SZ,20240123,6.21,6.31,6.15,6.24,6.2,0.04,0.6452,124571.0,77737.38
002528.SZ,20240122,6.65,6.65,6.16,6.2,6.66,-0.46,-6.9069,196607.46,125869.455
002528.SZ,20240119,6.78,6.82,6.64,6.66,6.77,-0.11,-1.6248,110561.61,74365.079
002528.SZ,20240118,6.68,6.84,6.54,6.77,6.78,-0.01,-0.1475,200559.78,133395.797
002528.SZ,20240117,6.99,6.99,6.77,6.78,7.01,-0.23,-3.281,120767.0,82987.698
002528.SZ,20240116,7.08,7.09,6.87,7.01,7.08,-0.07,-0.9887,158107.79,110088.32
002528.SZ,20240115,7.08,7.15,7.02,7.08,7.1,-0.02,-0.2817,86450.85,61235.453
002528.SZ,20240112,7.22,7.27,7.08,7.1,7.27,-0.17,-2.3384,147296.65,105326.718
002528.SZ,20240111,7.06,7.29,7.06,7.27,7.04,0.23,3.267,202918.33,146273.973
002528.SZ,20240110,7.34,7.36,7.03,7.04,7.33,-0.29,-3.9563,224872.62,160125.589
002528.SZ,20240109,7.46,7.59,7.29,7.33,7.45,-0.12,-1.6107,194527.31,144139.928
002528.SZ,20240108,7.77,7.77,7.45,7.45,7.77,-0.32,-4.1184,200735.0,152312.276
002528.SZ,20240105,7.99,8.03,7.68,7.77,7.99,-0.22,-2.7534,181022.51,142041.249
002528.SZ,20240104,8.04,8.08,7.92,7.99,8.04,-0.05,-0.6219,118740.0,94904.686
002528.SZ,20240103,8.08,8.12,7.96,8.04,8.08,-0.04,-0.495,142377.81,114360.783
002528.SZ,20240102,8.08,8.17,8.06,8.08,8.12,-0.04,-0.4926,163064.95,132183.962
002528.SZ,20231229,7.96,8.14,7.86,8.12,8.03,0.09,1.1208,249081.68,200638.202
002528.SZ,20231228,7.95,8.08,7.85,8.03,7.98,0.05,0.6266,233060.19,186672.29
002528.SZ,20231227,7.91,8.0,7.9,7.98,7.92,0.06,0.7576,117045.12,93161.317
002528.SZ,20231226,8.05,8.05,7.88,7.92,8.05,-0.13,-1.6149,135120.85,107477.984
002528.SZ,20231225,7.97,8.11,7.88,8.05,7.97,0.08,1.0038,154173.19,123575.777
002528.SZ,20231222,8.27,8.28,7.9,7.97,8.2,-0.23,-2.8049,248509.15,200743.328
002528.SZ,20231221,7.98,8.25,7.95,8.2,8.13,0.07,0.861,221502.19,180985.694
002528.SZ,20231220,8.41,8.42,8.12,8.13,8.41,-0.28,-3.3294,287106.67,235942.84
002528.SZ,20231219,8.6,8.65,8.35,8.41,8.61,-0.2,-2.3229,312516.44,263601.624
002528.SZ,20231218,8.77,8.92,8.57,8.61,8.86,-0.25,-2.8217,283289.95,246556.619
002528.SZ,20231215,8.94,9.0,8.68,8.86,8.94,-0.08,-0.8949,316574.48,279831.232
002528.SZ,20231214,8.89,9.16,8.86,8.94,8.89,0.05,0.5624,386259.88,347121.495
002528.SZ,20231213,9.13,9.13,8.88,8.89,9.23,-0.34,-3.6836,530270.32,477156.062
002528.SZ,20231212,8.74,9.5,8.74,9.23,8.8,0.43,4.8864,883645.02,805502.525
002528.SZ,20231211,8.75,8.82,8.5,8.8,8.86,-0.06,-0.6772,381111.24,329444.589
002528.SZ,20231208,9.08,9.1,8.81,8.86,9.1,-0.24,-2.6374,471553.88,421751.8
002528.SZ,20231207,8.82,9.1,8.75,9.1,8.82,0.28,3.1746,582115.31,523680.75
002528.SZ,20231206,8.69,8.99,8.69,8.82,8.79,0.03,0.3413,419521.31,371414.234
002528.SZ,20231205,8.87,9.09,8.7,8.79,8.81,-0.02,-0.227,584662.16,518397.898
002528.SZ,20231204,8.58,8.86,8.54,8.81,8.63,0.18,2.0857,427852.32,374604.508
002528.SZ,20231201,8.46,8.66,8.46,8.63,8.45,0.18,2.1302,334941.18,286821.844
002528.SZ,20231130,8.73,8.75,8.41,8.45,8.75,-0.3,-3.4286,450201.81,384297.13
002528.SZ,20231129,8.81,8.96,8.72,8.75,8.92,-0.17,-1.9058,376387.62,332110.106
002528.SZ,20231128,8.75,8.93,8.54,8.92,8.84,0.08,0.905,535142.48,468477.333
002528.SZ,20231127,8.92,9.18,8.82,8.84,9.0,-0.16,-1.7778,603871.52,540717.073
002528.SZ,20231124,9.26,9.35,8.93,9.0,9.51,-0.51,-5.3628,972047.35,883319.675
002528.SZ,20231123,9.3,10.34,9.18,9.51,9.67,-0.16,-1.6546,1837982.83,1769963.538
002528.SZ,20231122,9.0,9.67,8.9,9.67,8.79,0.88,10.0114,660287.82,625276.535
002528.SZ,20231121,8.69,9.19,8.6,8.79,8.61,0.18,2.0906,879863.02,780106.013
002528.SZ,20231120,8.5,8.61,8.47,8.61,8.51,0.1,1.1751,244195.53,209086.577
002528.SZ,20231117,8.56,8.56,8.42,8.51,8.6,-0.09,-1.0465,247415.9,209945.117
002528.SZ,20231116,8.5,8.69,8.46,8.6,8.59,0.01,0.1164,332303.62,286513.632
002528.SZ,20231115,8.68,8.75,8.57,8.59,8.62,-0.03,-0.348,278397.99,240257.131
002528.SZ,20231114,8.48,8.68,8.46,8.62,8.56,0.06,0.7009,256189.34,220189.997
002528.SZ,20231113,8.44,8.69,8.4,8.56,8.44,0.12,1.4218,267083.02,228868.231
002528.SZ,20231110,8.48,8.51,8.38,8.44,8.54,-0.1,-1.171,185576.2,156503.059
002528.SZ,20231109,8.7,8.7,8.5,8.54,8.69,-0.15,-1.7261,324077.54,277571.512
002528.SZ,20231108,8.46,8.95,8.41,8.69,8.53,0.16,1.8757,563423.68,488823.666
002528.SZ,20231107,8.51,8.63,8.5,8.53,8.45,0.08,0.9467,329072.64,281235.521
002528.SZ,20231106,8.31,8.5,8.29,8.45,8.27,0.18,2.1765,300151.36,252181.265
002528.SZ,20231103,8.2,8.3,8.14,8.27,8.15,0.12,1.4724,194078.57,159843.102
002528.SZ,20231102,8.24,8.37,8.14,8.15,8.3,-0.15,-1.8072,227785.0,188064.938
002528.SZ,20231101,8.36,8.43,8.26,8.3,8.53,-0.23,-2.6964,317542.55,263957.908
002528.SZ,20231031,8.39,8.96,8.39,8.53,8.29,0.24,2.8951,609977.8,527842.065
002528.SZ,20231030,8.01,8.37,8.01,8.29,8.16,0.13,1.5931,294182.96,242291.06
002528.SZ,20231027,8.19,8.21,8.01,8.16,8.29,-0.13,-1.5682,275296.72,223125.396
002528.SZ,20231026,8.22,8.44,8.2,8.29,8.22,0.07,0.8516,306289.86,255015.827
002528.SZ,20231025,8.17,8.42,8.17,8.22,8.17,0.05,0.612,294165.7,243463.518
002528.SZ,20231024,8.12,8.26,7.93,8.17,8.12,0.05,0.6158,299740.9,243607.083
002528.SZ,20231023,7.94,8.27,7.8,8.12,7.94,0.18,2.267,345323.68,276458.837
002528.SZ,20231020,8.15,8.2,7.91,7.94,8.22,-0.28,-3.4063,320230.85,257135.821
002528.SZ,20231019,8.23,8.44,8.17,8.22,8.33,-0.11,-1.3205,303312.21,251943.465
002528.SZ,20231018,8.68,8.76,8.19,8.33,8.77,-0.44,-5.0171,476250.39,399835.082
002528.SZ,20231017,9.06,9.14,8.73,8.77,9.05,-0.28,-3.0939,389914.14,346330.254
002528.SZ,20231016,9.22,9.27,8.93,9.05,9.28,-0.23,-2.4784,416674.61,379514.805
002528.SZ,20231013,9.25,9.3,9.13,9.28,9.35,-0.07,-0.7487,463445.27,426755.051
002528.SZ,20231012,9.12,9.41,9.02,9.35,9.11,0.24,2.6345,730070.29,677639.288
002528.SZ,20231011,9.12,9.2,8.9,9.11,9.21,-0.1,-1.0858,531127.51,481435.205
002528.SZ,20231010,8.82,9.64,8.79,9.21,8.87,0.34,3.8331,943912.16,870269.152
002528.SZ,20231009,8.82,8.95,8.77,8.87,8.83,0.04,0.453,352855.56,313776.69
002528.SZ,20230928,8.89,8.96,8.75,8.83,8.87,-0.04,-0.451,382338.16,337453.304
002528.SZ,20230927,9.0,9.12,8.76,8.87,9.12,-0.25,-2.7412,577450.11,514637.141
002528.SZ,20230926,9.0,9.2,8.91,9.12,9.05,0.07,0.7735,602710.68,547790.806
002528.SZ,20230925,9.08,9.2,8.99,9.05,9.04,0.01,0.1106,627462.38,570343.365
002528.SZ,20230922,8.77,9.12,8.63,9.04,8.93,0.11,1.2318,765375.26,681547.99
002528.SZ,20230921,8.56,9.22,8.42,8.93,8.56,0.37,4.3224,848842.42,756179.423
002528.SZ,20230920,8.51,8.84,8.51,8.56,8.51,0.05,0.5875,440468.55,380288.079
002528.SZ,20230919,8.77,8.79,8.48,8.51,8.79,-0.28,-3.1854,402763.01,345876.097
002528.SZ,20230918,8.7,8.85,8.6,8.79,8.76,0.03,0.3425,369195.75,322530.761
002528.SZ,20230915,9.01,9.04,8.72,8.76,9.02,-0.26,-2.8825,500746.71,442785.834
002528.SZ,20230914,8.98,9.15,8.91,9.02,9.04,-0.02,-0.2212,437167.55,393764.089
002528.SZ,20230913,9.15,9.25,8.91,9.04,9.26,-0.22,-2.3758,655525.25,593987.562
002528.SZ,20230912,9.3,9.68,9.22,9.26,9.39,-0.13,-1.3845,875752.19,823143.906
002528.SZ,20230911,9.29,9.58,9.1,9.39,9.28,0.11,1.1853,1078411.39,1008307.045
002528.SZ,20230908,9.47,9.76,9.16,9.28,9.28,0.0,0.0,1851928.64,1749903.483
002528.SZ,20230907,8.39,9.28,8.31,9.28,8.44,0.84,9.9526,1272501.5,1140385.98
002528.SZ,20230906,8.48,8.52,8.25,8.44,8.53,-0.09,-1.0551,329163.27,276595.066
002528.SZ,20230905,8.72,8.72,8.48,8.53,8.75,-0.22,-2.5143,501124.5,429279.13
002528.SZ,20230904,8.37,8.76,8.3,8.75,8.37,0.38,4.54,752146.49,644503.496
002528.SZ,20230901,8.55,8.55,8.32,8.37,8.5,-0.13,-1.5294,408306.9,343112.351
002528.SZ,20230831,8.57,8.68,8.42,8.5,8.79,-0.29,-3.2992,607813.91,517144.707
002528.SZ,20230830,8.42,9.17,8.42,8.79,8.36,0.43,5.1435,1094441.08,962936.467
002528.SZ,20230829,8.0,8.4,7.81,8.36,8.13,0.23,2.829,733315.38,603850.913
002528.SZ,20230828,8.6,8.73,8.06,8.13,8.25,-0.12,-1.4545,832317.84,693360.862
002528.SZ,20230825,8.83,8.99,8.24,8.25,9.15,-0.9,-9.8361,998131.03,848962.639
002528.SZ,20230824,9.43,9.56,9.12,9.15,9.39,-0.24,-2.5559,850207.0,788781.154
002528.SZ,20230823,9.73,9.77,9.38,9.39,10.04,-0.65,-6.4741,1146129.26,1096131.807
002528.SZ,20230822,9.74,10.32,9.52,10.04,9.38,0.66,7.0362,2094888.6,2042736.022
002528.SZ,20230821,8.59,9.38,8.55,9.38,8.53,0.85,9.9648,942198.17,862052.608
002528.SZ,20230818,9.0,9.08,8.5,8.53,9.04,-0.51,-5.6416,810046.67,709881.217
002528.SZ,20230817,9.1,9.2,8.87,9.04,9.31,-0.27,-2.9001,912865.35,826162.193
002528.SZ,20230816,9.13,9.59,8.93,9.31,9.12,0.19,2.0833,1404009.96,1288941.195
002528.SZ,20230815,9.11,9.58,8.9,9.12,8.87,0.25,2.8185,1730342.7,1591579.164
002528.SZ,20230814,7.9,8.87,7.8,8.87,8.06,0.81,10.0496,1172598.78,997436.946
002528.SZ,20230811,7.9,8.28,7.74,8.06,7.94,0.12,1.5113,538530.83,435333.013
002528.SZ,20230810,8.0,8.06,7.88,7.94,8.11,-0.17,-2.0962,251307.64,200240.957
002528.SZ,20230809,7.96,8.27,7.95,8.11,8.03,0.08,0.9963,407015.91,330049.918
002528.SZ,20230808,8.18,8.24,8.01,8.03,8.16,-0.13,-1.5931,265747.34,214664.053
002528.SZ,20230807,8.08,8.24,7.95,8.16,8.15,0.01,0.1227,514402.41,416978.535
002528.SZ,20230804,7.59,8.36,7.57,8.15,7.61,0.54,7.0959,766450.68,617365.49
002528.SZ,20230803,7.56,7.63,7.53,7.61,7.61,0.0,0.0,97375.0,73778.099
002528.SZ,20230802,7.69,7.69,7.58,7.61,7.69,-0.08,-1.0403,150716.0,114682.26
002528.SZ,20230801,7.76,7.8,7.63,7.69,7.76,-0.07,-0.9021,160991.63,123882.486
002528.SZ,20230731,7.73,7.81,7.66,7.76,7.7,0.06,0.7792,174815.03,135581.293
002528.SZ,20230728,7.61,7.7,7.45,7.7,7.68,0.02,0.2604,219838.0,166756.45
002528.SZ,20230727,7.81,7.88,7.66,7.68,7.85,-0.17,-2.1656,200942.9,155604.102
002528.SZ,20230726,8.06,8.09,7.81,7.85,8.05,-0.2,-2.4845,214337.96,169569.919
002528.SZ,20230725,7.89,8.05,7.82,8.05,7.82,0.23,2.9412,300534.11,239072.384
002528.SZ,20230724,7.75,7.93,7.71,7.82,7.84,-0.02,-0.2551,125897.37,98508.431
002528.SZ,20230721,7.9,7.95,7.81,7.84,7.88,-0.04,-0.5076,126891.0,99690.809
002528.SZ,20230720,8.02,8.03,7.86,7.88,8.05,-0.17,-2.1118,180979.57,143506.148
002528.SZ,20230719,8.02,8.13,7.98,8.05,8.03,0.02,0.2491,157902.45,126913.139
002528.SZ,20230718,8.16,8.16,7.92,8.03,8.21,-0.18,-2.1924,227967.59,182736.493
002528.SZ,20230717,8.15,8.46,8.1,8.21,8.08,0.13,1.6089,398312.52,328414.956
002528.SZ,20230714,7.89,8.16,7.89,8.08,7.89,0.19,2.4081,356291.95,287894.742
002528.SZ,20230713,7.68,7.98,7.6,7.89,7.69,0.2,2.6008,273958.4,214353.363
002528.SZ,20230712,7.85,7.87,7.68,7.69,7.88,-0.19,-2.4112,204382.64,158402.289
002528.SZ,20230711,7.91,7.96,7.84,7.88,7.91,-0.03,-0.3793,141325.42,111414.823
002528.SZ,20230710,7.89,7.98,7.85,7.91,7.89,0.02,0.2535,148152.35,117179.787
002528.SZ,20230707,8.05,8.06,7.86,7.89,8.03,-0.14,-1.7435,223425.03,177101.933
002528.SZ,20230706,8.09,8.19,8.0,8.03,8.1,-0.07,-0.8642,204844.35,165406.555
002528.SZ,20230705,8.17,8.25,8.08,8.1,8.16,-0.06,-0.7353,247175.8,201330.299
002528.SZ,20230704,8.26,8.26,8.1,8.16,8.26,-0.1,-1.2107,273051.48,222448.338
002528.SZ,20230703,8.12,8.39,7.97,8.26,8.1,0.16,1.9753,499661.24,408431.517
002528.SZ,20230630,7.58,8.16,7.58,8.1,8.41,-0.31,-3.6861,582351.68,463186.644
002528.SZ,20230629,8.5,8.51,8.36,8.41,8.51,-0.1,-1.1751,250760.27,211271.092
002528.SZ,20230628,8.79,8.81,8.25,8.51,8.86,-0.35,-3.9503,411990.22,348308.752
002528.SZ,20230627,8.53,8.95,8.52,8.86,8.45,0.41,4.8521,426396.93,374707.101
002528.SZ,20230626,9.07,9.23,8.44,8.45,9.15,-0.7,-7.6503,531021.73,463040.519
002528.SZ,20230621,9.75,9.76,9.14,9.15,9.64,-0.49,-5.083,490051.08,458298.209
002528.SZ,20230620,9.75,9.86,9.62,9.64,9.86,-0.22,-2.2312,516032.41,500686.058
002528.SZ,20230619,9.68,9.99,9.59,9.86,9.72,0.14,1.4403,831720.14,819944.33
002528.SZ,20230616,9.26,9.99,9.25,9.72,9.34,0.38,4.0685,837524.68,807816.358
002528.SZ,20230615,9.55,9.6,9.33,9.34,9.61,-0.27,-2.8096,538544.35,507415.609
002528.SZ,20230614,9.76,9.86,9.58,9.61,9.91,-0.3,-3.0272,720175.01,697003.639
002528.SZ,20230613,9.56,10.2,9.25,9.91,9.56,0.35,3.6611,1117615.11,1097773.438
002528.SZ,20230612,9.44,9.67,9.38,9.56,9.44,0.12,1.2712,614825.99,584811.766
002528.SZ,20230609,9.31,9.48,9.2,9.44,9.22,0.22,2.3861,593960.41,556848.582
002528.SZ,20230608,9.42,9.43,9.07,9.22,9.44,-0.22,-2.3305,561365.65,518407.441
002528.SZ,20230607,9.3,9.66,9.13,9.44,9.3,0.14,1.5054,667636.18,629385.599
002528.SZ,20230606,9.67,9.74,9.23,9.3,9.67,-0.37,-3.8263,767632.68,727148.88
